green_red,dose,count
2.2,20,MID
2.2,20,MID
2.2,20,MID
3.2,20,LOW
4.4,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
3.5,20,HIGH
2.2,20,MID
4.4,20,MID
2.3,20,HIGH
2.2,20,MID
2.2,20,MID
4.4,20,MID
2.2,20,MID
2.2,20,MID
4.3,20,LOW
2.2,20,MID
2.2,20,MID
2.4,20,HIGH
2.2,20,MID
2.3,20,HIGH
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.3,20,HIGH
2.2,20,MID
4.4,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
4.4,20,MID
2.2,20,MID
2.2,20,MID
4.4,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
3.4,20,HIGH
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
3.3,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
2.3,20,HIGH
4.4,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
4.4,20,MID
2.2,20,MID
2.2,20,MID
4.4,20,MID
2.2,20,MID
2.2,20,MID
2.2,20,MID
3.2,20,LOW
2.2,20,MID
2.2,20,MID
2.3,20,HIGH
2.2,20,MID
3.3,20,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
4.5,25,HIGH
2.2,25,MID
4.4,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
3.2,25,LOW
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
3.3,25,MID
4.3,25,LOW
2.2,25,MID
2.2,25,MID
3.2,25,LOW
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.3,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.3,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.3,25,MID
2.2,25,MID
3.3,25,MID
3.3,25,MID
2.2,25,MID
4.2,25,LOW
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.3,25,MID
2.2,25,MID
2.2,25,MID
3.2,25,LOW
3.2,25,LOW
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.4,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
4.4,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.3,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.2,25,LOW
2.3,25,HIGH
3.2,25,LOW
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.3,25,HIGH
2.2,25,MID
3.3,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
4.4,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
3.2,25,LOW
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
4.5,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.2,25,MID
2.3,25,HIGH
2.2,25,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.3,30,MID
2.2,30,MID
4.4,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.3,30,HIGH
2.2,30,MID
4.4,30,MID
2.2,30,MID
2.2,30,MID
3.3,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
4.4,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.2,30,LOW
2.2,30,MID
4.4,30,MID
2.3,30,HIGH
2.2,30,MID
5.2,30,LOW
2.4,30,HIGH
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
4.4,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.3,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.2,30,LOW
4.4,30,MID
4.4,30,MID
3.2,30,LOW
2.2,30,MID
2.3,30,HIGH
3.2,30,LOW
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.3,30,HIGH
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.2,30,LOW
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.2,30,LOW
2.2,30,MID
2.2,30,MID
2.2,30,MID
4.3,30,LOW
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.3,30,HIGH
2.2,30,MID
2.2,30,MID
4.3,30,LOW
2.3,30,HIGH
2.2,30,MID
2.2,30,MID
2.2,30,MID
4.4,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.2,30,LOW
2.3,30,HIGH
2.3,30,HIGH
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.3,30,MID
3.2,30,LOW
2.2,30,MID
2.2,30,MID
2.3,30,HIGH
2.2,30,MID
2.2,30,MID
2.2,30,MID
4.3,30,LOW
2.2,30,MID
2.2,30,MID
2.2,30,MID
2.2,30,MID
3.2,35,LOW
2.2,35,MID
3.3,35,MID
3.3,35,MID
2.2,35,MID
2.2,35,MID
3.3,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
3.2,35,LOW
2.2,35,MID
2.3,35,HIGH
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
3.3,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
4.4,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.3,35,HIGH
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
3.2,35,LOW
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
3.2,35,LOW
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.3,35,HIGH
2.2,35,MID
2.2,35,MID
2.3,35,HIGH
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
3.3,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
3.3,35,MID
3.3,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
4.4,35,MID
2.2,35,MID
3.2,35,LOW
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
4.4,35,MID
2.2,35,MID
3.3,35,MID
2.3,35,HIGH
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
3.3,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.3,35,HIGH
2.2,35,MID
2.2,35,MID
2.2,35,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
3.2,40,LOW
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
4.3,40,LOW
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
4.4,40,MID
2.2,40,MID
2.2,40,MID
4.4,40,MID
2.2,40,MID
2.2,40,MID
3.2,40,LOW
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
3.3,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
4.4,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
3.3,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
3.3,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
3.2,40,LOW
2.3,40,HIGH
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.3,40,HIGH
2.2,40,MID
2.2,40,MID
2.2,40,MID
4.4,40,MID
3.2,40,LOW
2.2,40,MID
2.2,40,MID
4.4,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
3.3,40,MID
3.4,40,HIGH
2.2,40,MID
3.3,40,MID
4.2,40,LOW
2.2,40,MID
4.4,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.3,40,HIGH
2.2,40,MID
2.2,40,MID
3.3,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,40,MID
2.2,45,MID
2.2,45,MID
3.3,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
3.2,45,LOW
2.2,45,MID
3.4,45,HIGH
4.4,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,HIGH
2.2,45,HIGH
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.4,45,HIGH
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,HIGH
2.2,45,MID
2.2,45,MID
4.4,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
3.5,45,HIGH
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,LOW
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
4.4,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.5,45,HIGH
4.2,45,LOW
2.2,45,MID
3.3,45,MID
2.2,45,MID
3.2,45,LOW
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
3.4,45,HIGH
2.2,45,LOW
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
3.3,45,MID
3.3,45,MID
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
4.4,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
3.2,45,LOW
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
2.2,45,MID
3.2,45,LOW
4.4,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.3,45,HIGH
3.3,45,MID
2.2,45,MID
2.2,45,MID
4.2,45,LOW
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,45,MID
2.2,50,MID
2.2,50,MID
4.4,50,MID
4.4,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.3,50,HIGH
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
3.3,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,HIGH
2.3,50,HIGH
2.2,50,MID
2.3,50,HIGH
2.3,50,HIGH
4.4,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
4.4,50,MID
2.2,50,MID
4.2,50,LOW
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
4.4,50,MID
2.2,50,MID
2.3,50,HIGH
3.2,50,LOW
2.2,50,MID
3.2,50,LOW
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.4,50,HIGH
2.4,50,HIGH
3.3,50,MID
3.3,50,MID
2.3,50,HIGH
2.2,50,MID
3.2,50,LOW
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
3.2,50,LOW
2.2,50,HIGH
2.2,50,MID
4.4,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
3.4,50,HIGH
2.2,50,MID
3.2,50,LOW
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
3.2,50,LOW
2.2,50,MID
2.2,50,MID
2.3,50,HIGH
2.2,50,MID
2.2,50,MID
2.2,50,MID
2.2,50,MID
